Data,Fit
0.0000,-0.156088,1.545392
0.0000,0.166422,1.545392
0.0000,0.028421,1.545392
0.0000,0.217881,1.545392
0.0000,-0.059682,1.545392
0.0000,-0.333984,1.545392
0.0000,-0.098325,1.545392
0.0000,-0.007848,1.545392
0.0000,0.124865,1.545392
0.0000,-0.018122,1.545392
0.0000,0.054065,1.545392
0.0000,0.232220,1.545392
0.0000,-0.001490,1.545392
0.0000,-0.001788,1.545392
0.0000,0.084469,1.545392
0.0000,0.270927,1.545392
0.0000,0.040832,1.545392
0.0000,0.016164,1.545392
0.0000,-0.520241,1.545392
0.0000,0.152192,1.545392
0.0000,-0.120421,1.545392
0.0000,0.084723,1.545392
0.0000,0.191105,1.545392
0.0000,0.061405,1.545392
0.0000,0.137723,1.545392
0.0000,0.081981,1.545392
0.0000,-0.094654,1.545392
0.0000,-0.317779,1.545392
0.0000,-0.337202,1.545392
0.0000,-0.253113,1.545392
0.0000,0.228147,1.545392
0.0000,-0.155054,1.545392
0.0000,0.009673,1.545392
0.0000,0.084377,1.545392
0.0000,-0.032893,1.545392
0.0000,-0.113844,1.545392
0.0000,0.237101,1.545392
0.0000,0.139529,1.545392
0.0000,0.129522,1.545392
0.0000,0.051709,1.545392
0.0000,-0.017751,1.545392
0.0000,0.175174,1.545392
0.0000,-0.063872,1.545392
0.0000,-0.281828,1.545392
0.0000,0.286070,1.545392
0.0000,0.066059,1.545392
0.0000,0.262554,1.545392
0.0000,-0.277243,1.545392
0.0000,0.106221,1.545392
0.0000,-0.210582,1.545392
0.0000,0.171228,1.545392
0.0000,0.336873,1.545392
0.0000,0.272825,1.545392
0.0000,0.376238,1.545392
0.0000,0.014732,1.545392
0.0000,0.102407,1.545392
0.0000,0.090698,1.545392
0.0000,-0.035747,1.545392
0.0000,-0.025894,1.545392
0.0000,-0.206980,1.545392
0.0000,-0.365059,1.545392
0.0000,0.153575,1.545392
0.0000,0.027795,1.545392
0.0000,-0.053665,1.545392
0.0000,0.140161,1.545392
0.0000,-0.085065,1.545392
0.0000,0.053120,1.545392
0.0000,-0.213254,1.545392
0.0000,0.171085,1.545392
0.0000,-0.208577,1.545392
0.0000,-0.105478,1.545392
0.0000,-0.157296,1.545392
0.0000,0.034992,1.545392
0.0000,0.261169,1.545392
0.0000,0.159723,1.545392
0.0000,0.252855,1.545392
0.0000,-0.178749,1.545392
0.0000,0.511619,1.545392
0.0000,-0.161396,1.545392
0.0000,0.414924,1.545392
0.0000,-0.003479,1.545392
0.0000,0.179858,1.545392
0.0000,-0.055679,1.545392
0.0000,0.181610,1.545392
0.0000,-0.129622,1.545392
0.0000,-0.068236,1.545392
0.0000,-0.055944,1.545392
0.0000,-0.242535,1.545392
0.0000,0.018599,1.545392
0.0000,-0.177371,1.545392
0.0000,0.413193,1.545392
0.0000,0.104378,1.545392
0.0000,0.066394,1.545392
0.0000,0.058922,1.545392
0.0000,0.165193,1.545392
0.0000,-0.119567,1.545392
0.0000,-0.258004,1.545392
0.0000,0.100067,1.545392
0.0000,-0.020819,1.545392
0.0000,0.025659,1.545392
0.0000,-0.188020,1.545392
0.0000,-0.276537,1.545392
0.0000,0.021432,1.545392
0.0000,0.010841,1.545392
0.0000,0.112161,1.545392
0.0000,0.104100,1.545392
0.0000,0.213097,1.545392
0.0000,-0.131014,1.545392
0.0000,0.069488,1.545392
0.0000,-0.051474,1.545392
0.0000,0.212115,1.545392
0.0000,0.394493,1.545392
0.0000,0.042078,1.545392
0.0000,-0.079917,1.545392
0.0000,0.116387,1.545392
0.0000,-0.060977,1.545392
0.0000,0.174203,1.545392
0.0000,-0.139258,1.545392
0.0000,0.553001,1.545392
0.0000,0.030354,1.545392
0.0000,0.490671,1.545392
0.0000,-0.263329,1.545392
0.0000,0.335696,1.545392
0.0000,0.321716,1.545392
0.0000,-0.204906,1.545392
0.0000,0.352253,1.545392
0.0000,-0.105426,1.545392
0.0000,0.045153,1.545392
0.0000,0.055873,1.545392
0.0000,0.089075,1.545392
0.0000,0.148128,1.545392
0.0000,0.103619,1.545392
0.0000,-0.096287,1.545392
0.0000,-0.293012,1.545392
0.0000,-0.117683,1.545392
0.0000,0.286302,1.545392
0.0000,-0.106428,1.545392
0.0000,-0.049166,1.545392
0.0000,0.247274,1.545392
0.0000,0.045748,1.545392
0.0000,-0.053643,1.545392
0.0000,0.125266,1.545392
0.0000,-0.199694,1.545392
0.0000,0.008092,1.545392
0.0000,0.097432,1.545392
0.0000,0.226536,1.545392
0.0000,0.140490,1.545392
0.0000,-0.247444,1.545392
0.0000,-0.176843,1.545392
0.0000,0.038696,1.545392
0.0000,-0.194557,1.545392
0.0000,-0.213807,1.545392
0.0000,0.081389,1.545392
0.0000,0.299838,1.545392
0.0000,0.011766,1.545392
0.0000,-0.377858,1.545392
0.0000,-0.172199,1.545392
0.0000,0.242804,1.545392
0.0000,0.243315,1.545392
0.0000,-0.027283,1.545392
0.0000,0.161576,1.545392
0.0000,-0.429028,1.545392
0.0000,0.407894,1.545392
0.0000,0.001344,1.545392
0.0000,0.249364,1.545392
0.0000,-0.241083,1.545392
0.0000,0.104174,1.545392
0.0000,-0.031910,1.545392
0.0000,0.048317,1.545392
0.0000,0.139224,1.545392
0.0000,0.270967,1.545392
0.0000,0.008319,1.545392
0.0000,0.083572,1.545392
0.0000,0.067644,1.545392
0.0000,-0.084711,1.545392
0.0000,-0.384984,1.545392
0.0000,0.405963,1.545392
0.0000,0.026935,1.545392
0.0000,0.006488,1.545392
0.0000,-0.449276,1.545392
0.0000,0.184704,1.545392
0.0000,0.299569,1.545392
0.0000,-0.288574,1.545392
0.0000,0.613980,1.545392
0.0000,0.266896,1.545392
0.0000,0.035667,1.545392
0.0000,0.374444,1.545392
0.0000,0.154184,1.545392
0.0000,-0.087813,1.545392
0.0000,0.103480,1.545392
0.0000,-0.015675,1.545392
0.0000,0.103205,1.545392
0.0000,-0.107374,1.545392
0.0000,0.138269,1.545392
0.0000,0.204912,1.545392
0.0000,0.003343,1.545392
0.0000,0.032922,1.545392
0.0000,0.403425,1.545392
0.0000,-0.137954,1.545392
0.0000,0.037119,1.545392
0.0000,0.188830,1.545392
0.0000,0.144375,1.545392
0.0000,-0.331302,1.545392
0.0000,-0.059917,1.545392
0.0000,0.186080,1.545392
0.0000,-0.018161,1.545392
0.0000,0.135760,1.545392
0.0000,-0.333840,1.545392
0.0000,-0.090577,1.545392
0.0000,0.211728,1.545392
0.0000,-0.096918,1.545392
0.0000,0.127740,1.545392
0.0000,-0.406991,1.545392
0.0000,0.383060,1.545392
0.0000,0.013614,1.545392
0.0000,-0.182833,1.545392
0.0000,-0.005359,1.545392
0.0000,-0.102288,1.545392
0.0000,-0.007434,1.545392
0.0000,-0.229619,1.545392
0.0000,0.227942,1.545392
0.0000,-0.089785,1.545392
0.0000,0.263459,1.545392
0.0000,-0.085992,1.545392
0.0000,-0.022468,1.545392
0.0000,0.180812,1.545392
0.0000,0.058085,1.545392
0.0000,0.179051,1.545392
0.0000,-0.247066,1.545392
0.0000,-0.098857,1.545392
0.0000,-0.013804,1.545392
0.0000,-0.161191,1.545392
0.0000,0.373698,1.545392
0.0000,0.400464,1.545392
0.0000,0.242004,1.545392
0.0000,-0.013000,1.545392
0.0000,-0.181193,1.545392
0.0000,0.426905,1.545392
0.0000,-0.117428,1.545392
0.0000,0.045629,1.545392
0.0000,-0.131020,1.545392
0.0000,-0.181277,1.545392
0.0000,0.114147,1.545392
0.0000,-0.158048,1.545392
0.0000,-0.063109,1.545392
0.0000,-0.121660,1.545392
0.0000,0.176988,1.545392
0.0000,-0.215959,1.545392
0.0000,-0.065625,1.545392
0.0000,-0.411021,1.545392
0.0000,-0.224082,1.545392
0.0000,0.243816,1.545392
0.0000,-0.176861,1.545392
0.0000,-0.252243,1.545392
0.0000,-0.148716,1.545392
0.0000,-0.014818,1.545392
0.0000,-0.325213,1.545392
0.0000,0.026445,1.545392
0.0000,0.129499,1.545392
0.0000,0.030794,1.545392
0.0000,-0.147284,1.545392
0.0000,0.221491,1.545392
0.0000,-0.055123,1.545392
0.0000,-0.020253,1.545392
0.0000,-0.206990,1.545392
0.0000,-0.234049,1.545392
0.0000,-0.327460,1.545392
0.0000,-0.054730,1.545392
0.0000,-0.030360,1.545392
0.0000,0.064943,1.545392
0.0000,-0.060445,1.545392
0.0000,-0.243345,1.545392
0.0000,0.119468,1.545392
0.0000,0.279166,1.545392
0.0000,-0.161420,1.545392
0.0000,0.060787,1.545392
0.0000,-0.068928,1.545392
0.0000,0.281712,1.545392
0.0000,0.128733,1.545392
0.0000,-0.005968,1.545392
0.0000,0.188544,1.545392
0.0000,-0.040423,1.545392
0.0000,0.038499,1.545392
0.0000,0.092850,1.545392
0.0000,0.229020,1.545392
0.0000,0.123330,1.545392
0.0000,-0.111966,1.545392
0.0000,-0.059067,1.545392
0.0000,-0.209039,1.545392
0.0000,0.044090,1.545392
0.0000,0.005451,1.545392
0.0000,0.093820,1.545392
0.0000,-0.119633,1.545392
0.0000,-0.108599,1.545392
0.0000,-0.115553,1.545392
0.0000,0.327959,1.545392
0.0000,-0.270015,1.545392
0.0000,0.108531,1.545392
0.0000,0.066807,1.545392
0.0000,0.093113,1.545392
0.0000,-0.058446,1.545392
0.0000,-0.017816,1.545392
0.0000,0.274544,1.545392
0.0000,0.147120,1.545392
0.0000,-0.313311,1.545392
0.0000,0.128959,1.545392
0.0000,-0.342048,1.545392
0.0000,-0.199372,1.545392
0.0000,-0.416561,1.545392
0.0000,0.027215,1.545392
0.0000,-0.020154,1.545392
0.0000,-0.060529,1.545392
0.0000,-0.258656,1.545392
0.0000,-0.079024,1.545392
0.0000,0.138651,1.545392
0.0000,0.148232,1.545392
0.0000,-0.062150,1.545392
0.0000,0.700994,1.545392
0.0000,0.010914,1.545392
0.0000,-0.064642,1.545392
0.0000,0.309955,1.545392
0.0000,-0.208489,1.545392
0.0000,-0.194176,1.545392
0.0000,0.132709,1.545392
0.0000,0.046056,1.545392
0.0000,-0.139576,1.545392
0.0000,-0.073223,1.545392
0.0000,-0.280487,1.545392
0.0000,-0.003289,1.545392
0.0000,-0.448212,1.545392
0.0000,-0.082780,1.545392
0.0000,0.080293,1.545392
0.0000,-0.336814,1.545392
0.0000,-0.130288,1.545392
0.0000,0.053697,1.545392
0.0000,-0.110381,1.545392
0.0000,-0.016487,1.545392
0.0000,-0.080106,1.545392
0.0000,-0.011902,1.545392
0.0000,0.087613,1.545392
0.0000,-0.222116,1.545392
0.0000,-0.084648,1.545392
0.0000,-0.293866,1.545392
0.0000,0.243057,1.545392
0.0000,0.001030,1.545392
0.0000,0.076313,1.545392
0.0000,0.259863,1.545392
0.0000,-0.207451,1.545392
0.0000,-0.235517,1.545392
0.0000,-0.431014,1.545392
0.0000,0.036204,1.545392
0.0000,0.214439,1.545392
0.0000,0.095772,1.545392
0.0000,0.051710,1.545392
0.0000,0.116127,1.545392
0.0000,-0.021396,1.545392
0.0000,0.002409,1.545392
0.0000,0.223614,1.545392
0.0000,-0.168504,1.545392
0.0000,0.215706,1.545392
0.0000,0.073204,1.545392
0.0000,0.148957,1.545392
0.0000,0.199087,1.545392
0.0000,0.075465,1.545392
0.0000,-0.044044,1.545392
0.0000,-0.311576,1.545392
0.0000,0.144372,1.545392
0.0000,-0.156801,1.545392
0.0000,0.312319,1.545392
0.0000,0.314296,1.545392
0.0000,0.226531,1.545392
0.0000,0.164031,1.545392
0.0000,-0.204905,1.545392
0.0000,-0.064526,1.545392
0.0000,0.149540,1.545392
0.0000,0.113781,1.545392
0.0000,0.024818,1.545392
0.0000,-0.068340,1.545392
0.0000,-0.294534,1.545392
0.0000,-0.213949,1.545392
0.0000,-0.349434,1.545392
0.0000,0.139207,1.545392
0.0000,-0.120658,1.545392
0.0000,0.325414,1.545392
0.0000,-0.279758,1.545392
0.0000,-0.073381,1.545392
0.0000,0.080363,1.545392
0.0000,-0.330878,1.545392
0.0000,-0.227702,1.545392
0.0000,0.328460,1.545392
0.0000,0.060220,1.545392
0.0000,0.064890,1.545392
0.0000,-0.264510,1.545392
0.0000,-0.231876,1.545392
0.0000,0.294637,1.545392
0.0000,-0.314807,1.545392
0.0000,-0.120436,1.545392
0.0000,-0.013819,1.545392
0.0000,-0.167299,1.545392
0.0000,0.215755,1.545392
0.0000,-0.016702,1.545392
0.0000,-0.217050,1.545392
0.0000,0.036080,1.545392
0.0000,-0.035320,1.545392
0.0000,-0.065973,1.545392
0.0000,0.053905,1.545392
0.0000,0.150676,1.545392
0.0000,-0.268160,1.545392
0.0000,0.072329,1.545392
0.0000,-0.267248,1.545392
0.0000,0.429438,1.545392
0.0000,-0.079522,1.545392
0.0000,0.363103,1.545392
0.0000,0.084735,1.545392
0.0000,0.114718,1.545392
0.0000,0.091837,1.545392
0.0000,-0.080518,1.545392
0.0000,0.102575,1.545392
0.0000,-0.151252,1.545392
0.0000,0.064620,1.545392
0.0000,-0.233501,1.545392
0.0000,-0.121864,1.545392
0.0000,0.366222,1.545392
0.0000,0.088477,1.545392
0.0000,-0.011823,1.545392
0.0000,-0.377765,1.545392
0.0000,-0.179555,1.545392
0.0000,0.072527,1.545392
0.0000,0.039078,1.545392
0.0000,-0.025286,1.545392
0.0000,0.159211,1.545392
0.0000,0.133971,1.545392
0.0000,0.215109,1.545392
0.0000,-0.070136,1.545392
0.0000,0.223235,1.545392
0.0000,0.299266,1.545392
0.0000,0.188732,1.545392
0.0000,0.137331,1.545392
0.0000,0.028859,1.545392
0.0000,-0.169643,1.545392
0.0000,-0.098238,1.545392
0.0000,0.275542,1.545392
0.0000,-0.229153,1.545392
0.0000,-0.153821,1.545392
0.0000,0.155494,1.545392
0.0000,0.295601,1.545392
0.0000,0.161412,1.545392
0.0000,0.007233,1.545392
0.0000,-0.121299,1.545392
0.0000,0.219019,1.545392
0.0000,0.101397,1.545392
0.0000,0.041765,1.545392
0.0000,0.425193,1.545392
0.0000,-0.029402,1.545392
0.0000,0.056243,1.545392
0.0000,-0.039309,1.545392
0.0000,0.179623,1.545392
0.0000,-0.010088,1.545392
0.0000,0.043904,1.545392
0.0000,-0.075683,1.545392
0.0000,-0.132864,1.545392
0.0000,-0.134565,1.545392
0.0000,0.418339,1.545392
0.0000,-0.010276,1.545392
0.0000,-0.015684,1.545392
0.0000,0.253543,1.545392
0.0000,0.046220,1.545392
0.0000,0.050755,1.545392
0.0000,0.082909,1.545392
0.0000,-0.457434,1.545392
0.0000,0.171275,1.545392
0.0000,-0.228458,1.545392
0.0000,0.278433,1.545392
0.0000,0.066991,1.545392
0.0000,-0.049216,1.545392
0.0000,0.150169,1.545392
0.0000,-0.196841,1.545392
0.0000,-0.069337,1.545392
0.0000,0.008038,1.545392
0.0000,-0.167866,1.545392
0.0000,0.243699,1.545392
0.0000,0.062790,1.545392
0.0000,-0.381008,1.545392
0.0000,-0.087763,1.545392
0.0000,0.104362,1.545392
0.0000,-0.372511,1.545392
0.0000,0.075453,1.545392
0.0000,-0.180249,1.545392
0.0000,-0.179082,1.545392
0.0000,-0.106789,1.545392
0.0000,-0.109277,1.545392
0.0000,0.629318,1.545392
0.0000,-0.012010,1.545392
0.0000,0.156527,1.545392
0.0000,0.212888,1.545392
0.0000,-0.032240,1.545392
0.0000,0.255516,1.545392
0.0000,0.128722,1.545392
0.0000,-0.103131,1.545392
0.0000,-0.037843,1.545392
0.0000,-0.050502,1.545392
0.0000,0.001503,1.545392
0.0000,0.102912,1.545392
0.0000,0.286787,1.545392
0.0000,0.003916,1.545392
0.0000,-0.026569,1.545392
0.0000,0.181422,1.545392
0.0000,-0.343983,1.545392
0.0000,-0.028661,1.545392
0.0000,-0.122936,1.545392
0.0000,0.084923,1.545392
0.0000,0.507086,1.545392
0.0000,-0.204720,1.545392
0.0000,0.053309,1.545392
0.0000,0.285023,1.545392
0.0000,-0.159604,1.545392
0.0000,-0.178887,1.545392
0.0000,0.171993,1.545392
0.0000,-0.285741,1.545392
0.0000,0.204759,1.545392
0.0000,0.005965,1.545392
0.0000,0.095992,1.545392
0.0000,-0.084043,1.545392
0.0000,-0.031716,1.545392
0.0000,-0.041974,1.545392
0.0000,0.621771,1.545392
0.0000,-0.235383,1.545392
0.0000,0.015843,1.545392
0.0000,0.027546,1.545392
0.0000,-0.346504,1.545392
0.0000,0.213356,1.545392
0.0000,0.181080,1.545392
0.0000,0.102896,1.545392
0.0000,-0.171693,1.545392
0.0000,-0.173496,1.545392
0.0000,-0.096123,1.545392
0.0000,0.549665,1.545392
0.0000,0.057252,1.545392
0.0000,-0.499309,1.545392
0.0000,-0.158442,1.545392
0.0000,-0.035367,1.545392
0.0000,0.163847,1.545392
0.0000,0.162699,1.545392
0.0000,0.328063,1.545392
0.0000,0.037897,1.545392
0.0000,-0.370627,1.545392
0.0000,0.487729,1.545392
0.0000,0.028246,1.545392
0.0000,0.057227,1.545392
0.0000,-0.511977,1.545392
0.0000,0.071142,1.545392
0.0000,0.062064,1.545392
0.0000,-0.041787,1.545392
0.0000,0.127406,1.545392
0.0000,0.156126,1.545392
0.0000,-0.105189,1.545392
0.0000,-0.086190,1.545392
0.0000,0.207736,1.545392
0.0000,0.000041,1.545392
0.0000,0.109426,1.545392
0.0000,0.080764,1.545392
0.0000,0.227614,1.545392
0.0000,0.136655,1.545392
0.0000,0.415047,1.545392
0.0000,0.323788,1.545392
0.0000,0.331285,1.545392
0.0000,-0.135031,1.545392
0.0000,0.062156,1.545392
0.0000,0.192186,1.545392
0.0000,-0.184051,1.545392
0.0000,0.111941,1.545392
0.0000,0.040482,1.545392
0.0000,-0.132109,1.545392
0.0000,0.202838,1.545392
0.0000,0.146632,1.545392
0.0000,-0.058800,1.545392
0.0000,0.057738,1.545392
0.0000,0.179661,1.545392
0.0000,-0.219289,1.545392
0.0000,-0.252433,1.545392
0.0000,0.192253,1.545392
0.0000,-0.087313,1.545392
0.0000,-0.202790,1.545392
0.0000,0.101140,1.545392
0.0000,0.043989,1.545392
0.0000,-0.217516,1.545392
0.0000,0.189872,1.545392
0.0000,0.177245,1.545392
0.0000,-0.108017,1.545392
0.0000,0.157274,1.545392
0.0000,0.070360,1.545392
0.0000,0.235666,1.545392
0.0000,0.140333,1.545392
0.0000,0.209563,1.545392
0.0000,0.319461,1.545392
0.0000,0.175571,1.545392
0.0000,0.194600,1.545392
0.0000,0.258519,1.545392
0.0000,0.133000,1.545392
0.0000,-0.186805,1.545392
0.0000,-0.051396,1.545392
0.0000,-0.054103,1.545392
0.0000,0.511078,1.545392
0.0000,0.004116,1.545392
0.0000,-0.058773,1.545392
0.0000,-0.444262,1.545392
0.0000,0.038380,1.545392
0.0000,-0.084978,1.545392
0.0000,0.215390,1.545392
0.0000,-0.096836,1.545392
0.0000,-0.371917,1.545392
0.0000,0.206400,1.545392
0.0000,0.137263,1.545392
0.0000,0.094871,1.545392
0.0000,-0.218620,1.545392
0.0000,0.000071,1.545392
0.0000,-0.013842,1.545392
0.0000,0.584938,1.545392
0.0000,-0.209003,1.545392
0.0000,0.439564,1.545392
0.0000,-0.145541,1.545392
0.0000,-0.033547,1.545392
0.0000,-0.112854,1.545392
0.0000,-0.163223,1.545392
0.0000,0.135715,1.545392
0.0000,-0.063730,1.545392
0.0000,-0.145024,1.545392
0.0000,0.279229,1.545392
0.0000,0.343317,1.545392
0.0000,-0.025425,1.545392
0.0000,0.478841,1.545392
0.0000,-0.050969,1.545392
0.0000,0.238447,1.545392
0.0000,0.082116,1.545392
0.0000,0.027719,1.545392
0.0000,-0.309472,1.545392
0.0000,-0.110073,1.545392
0.0000,0.069289,1.545392
0.0000,-0.163688,1.545392
0.0000,0.099417,1.545392
0.0000,-0.108122,1.545392
0.0000,0.346595,1.545392
0.0000,-0.165160,1.545392
0.0000,0.098263,1.545392
0.0000,-0.084192,1.545392
0.0000,0.112013,1.545392
0.0000,0.256105,1.545392
0.0000,-0.023208,1.545392
0.0000,0.129756,1.545392
0.0000,-0.277622,1.545392
0.0000,0.137828,1.545392
0.0000,-0.043991,1.545392
0.0000,0.239060,1.545392
0.0000,0.326470,1.545392
0.0000,0.138811,1.545392
0.0000,0.184975,1.545392
0.0000,0.139547,1.545392
0.0000,-0.334456,1.545392
0.0000,0.121087,1.545392
0.0000,0.032177,1.545392
0.0000,-0.010871,1.545392
0.0000,0.329895,1.545392
0.0000,0.181720,1.545392
0.0000,-0.164818,1.545392
0.0000,-0.122339,1.545392
0.0000,-0.135099,1.545392
0.0000,0.339161,1.545392
0.0000,-0.186322,1.545392
0.0000,0.076219,1.545392
0.0000,-0.044188,1.545392
0.0000,0.199619,1.545392
0.0000,-0.069945,1.545392
0.0000,0.198661,1.545392
0.0000,-0.173978,1.545392
0.0000,0.271482,1.545392
0.0000,-0.311647,1.545392
0.0000,0.181571,1.545392
0.0000,-0.196527,1.545392
0.0000,0.129221,1.545392
0.0000,0.002303,1.545392
0.0000,-0.109540,1.545392
0.0000,0.219098,1.545392
0.0000,0.216478,1.545392
0.0000,0.019509,1.545392
0.0000,-0.112220,1.545392
0.0000,-0.016423,1.545392
0.0000,0.165254,1.545392
0.0000,-0.131412,1.545392
0.0000,-0.130114,1.545392
0.0000,0.122285,1.545392
0.0000,0.509629,1.545392
0.0000,-0.202413,1.545392
0.0000,0.245036,1.545392
0.0000,0.503174,1.545392
0.0000,-0.038060,1.545392
0.0000,0.164794,1.545392
0.0000,0.103978,1.545392
0.0000,-0.182761,1.545392
0.0000,0.111432,1.545392
0.0000,-0.118695,1.545392
0.0000,0.230016,1.545392
0.0000,0.496888,1.545392
0.0000,-0.260533,1.545392
0.0000,-0.478688,1.545392
0.0000,-0.337290,1.545392
0.0000,-0.214124,1.545392
0.0000,-0.451358,1.545392
0.0000,-0.304179,1.545392
0.0000,-0.029036,1.545392
0.0000,0.334846,1.545392
0.0000,0.020001,1.545392
0.0000,-0.009685,1.545392
0.0000,0.085771,1.545392
0.0000,-0.005102,1.545392
0.0000,0.246762,1.545392
0.0000,0.083729,1.545392
0.0000,-0.101734,1.545392
0.0000,0.108318,1.545392
0.0000,0.001167,1.545392
0.0000,-0.169406,1.545392
0.0000,-0.010463,1.545392
0.0000,-0.179297,1.545392
0.0000,-0.106472,1.545392
0.0000,-0.184015,1.545392
0.0000,-0.168678,1.545392
0.0000,-0.302311,1.545392
0.0000,-0.242874,1.545392
0.0000,0.141340,1.545392
0.0000,-0.201410,1.545392
0.0000,-0.221391,1.545392
0.0000,-0.023557,1.545392
0.0000,-0.208961,1.545392
0.0000,0.127847,1.545392
0.0000,0.022236,1.545392
0.0000,0.138580,1.545392
0.0000,0.163344,1.545392
0.0000,0.473417,1.545392
0.0000,-0.035152,1.545392
0.0000,-0.068003,1.545392
0.0000,0.041559,1.545392
0.0000,-0.125644,1.545392
0.0000,-0.171146,1.545392
0.0000,-0.154213,1.545392
0.0000,0.008702,1.545392
0.0000,-0.014930,1.545392
0.0000,-0.128148,1.545392
0.0000,-0.118666,1.545392
0.0000,-0.169232,1.545392
0.0000,-0.167639,1.545392
0.0000,-0.085184,1.545392
0.0000,0.145402,1.545392
0.0000,0.330845,1.545392
0.0000,0.042677,1.545392
0.0000,-0.264289,1.545392
0.0000,0.179093,1.545392
0.0000,-0.189102,1.545392
0.0000,0.088031,1.545392
0.0000,-0.068459,1.545392
0.0000,0.080391,1.545392
0.0000,-0.109626,1.545392
0.0000,0.317613,1.545392
0.0000,-0.158007,1.545392
0.0000,-0.017042,1.545392
0.0000,0.008208,1.545392
0.0000,0.012016,1.545392
0.0000,0.179511,1.545392
0.0000,-0.389878,1.545392
0.0000,0.128085,1.545392
0.0000,-0.558628,1.545392
0.0000,-0.003354,1.545392
0.0000,0.096690,1.545392
0.0000,-0.048692,1.545392
0.0000,0.061056,1.545392
0.0000,-0.187151,1.545392
0.0000,-0.022075,1.545392
0.0000,-0.248621,1.545392
0.0000,0.513082,1.545392
0.0000,-0.266453,1.545392
0.0000,0.120854,1.545392
0.0000,0.216802,1.545392
0.0000,-0.172470,1.545392
0.0000,0.062221,1.545392
0.0000,0.129250,1.545392
0.0000,-0.258867,1.545392
0.0000,-0.094574,1.545392
0.0000,0.100544,1.545392
0.0000,0.112136,1.545392
0.0000,0.183169,1.545392
0.0000,-0.280484,1.545392
0.0000,-0.284238,1.545392
0.0000,0.308978,1.545392
0.0000,-0.313895,1.545392
0.0000,0.109106,1.545392
0.0000,0.221639,1.545392
0.0000,0.021187,1.545392
0.0000,0.122258,1.545392
0.0000,-0.164068,1.545392
0.0000,0.141237,1.545392
0.0000,-0.095719,1.545392
0.0000,0.255518,1.545392
0.0000,0.395473,1.545392
0.0000,0.032726,1.545392
0.0000,0.098155,1.545392
0.0000,-0.039059,1.545392
0.0000,0.043773,1.545392
0.0000,0.111109,1.545392
0.0000,0.019786,1.545392
0.0000,0.086946,1.545392
0.0000,0.279832,1.545392
0.0000,-0.377283,1.545392
0.0000,-0.010978,1.545392
0.0000,0.262445,1.545392
0.0000,-0.201309,1.545392
0.0000,-0.011241,1.545392
0.0000,0.183267,1.545392
0.0000,-0.033460,1.545392
0.0000,-0.128797,1.545392
0.0000,0.014454,1.545392
0.0000,0.007862,1.545392
0.0000,-0.112254,1.545392
0.0000,0.012636,1.545392
0.0000,0.119185,1.545392
0.0000,-0.112371,1.545392
0.0000,-0.080196,1.545392
0.0000,0.074094,1.545392
0.0000,0.052686,1.545392
0.0000,0.108858,1.545392
0.0000,-0.015827,1.545392
0.0000,-0.336970,1.545392
0.0000,-0.088173,1.545392
0.0000,-0.048143,1.545392
0.0000,-0.016373,1.545392
0.0000,0.145460,1.545392
0.0000,0.106352,1.545392
0.0000,0.042538,1.545392
0.0000,0.197139,1.545392
0.0000,-0.209115,1.545392
0.0000,0.320083,1.545392
0.0000,0.130830,1.545392
0.0000,-0.288842,1.545392
0.0000,-0.033042,1.545392
0.0000,-0.330783,1.545392
0.0000,-0.050623,1.545392
0.0000,-0.046701,1.545392
0.0000,0.292291,1.545392
0.0000,0.080561,1.545392
0.0000,0.032666,1.545392
0.0000,0.024443,1.545392
0.0000,0.350109,1.545392
0.0000,-0.170490,1.545392
0.0000,0.233504,1.545392
0.0000,-0.188202,1.545392
0.0000,0.208777,1.545392
0.0000,-0.089055,1.545392
0.0000,0.230476,1.545392
0.0000,-0.159878,1.545392
0.0000,-0.031507,1.545392
0.0000,0.081695,1.545392
0.0000,0.089796,1.545392
0.0000,0.110409,1.545392
0.0000,0.138900,1.545392
0.0000,0.079583,1.545392
0.0000,0.276097,1.545392
0.0000,0.025444,1.545392
0.0000,-0.560275,1.545392
0.0000,0.131717,1.545392
0.0000,-0.158840,1.545392
0.0000,0.245078,1.545392
0.0000,0.159530,1.545392
0.0000,-0.186459,1.545392
0.0000,0.005748,1.545392
0.0000,-0.022480,1.545392
0.0000,0.146489,1.545392
0.0000,-0.165021,1.545392
0.0000,-0.337778,1.545392
0.0000,0.002267,1.545392
0.0000,0.075200,1.545392
0.0000,0.153844,1.545392
0.0000,0.027780,1.545392
0.0000,0.340532,1.545392
0.0000,0.567353,1.545392
0.0000,0.222914,1.545392
0.0000,0.090708,1.545392
0.0000,-0.055771,1.545392
0.0000,0.080023,1.545392
0.0000,0.354648,1.545392
0.0000,-0.011311,1.545392
0.0000,-0.176114,1.545392
0.0000,-0.106509,1.545392
0.0000,-0.101343,1.545392
0.0000,-0.076288,1.545392
0.0000,-0.104859,1.545392
0.0000,0.377011,1.545392
0.0000,-0.390742,1.545392
0.0000,-0.280201,1.545392
0.0000,-0.129817,1.545392
0.0000,-0.087064,1.545392
0.0000,-0.115203,1.545392
0.0000,-0.278670,1.545392
0.0000,0.360481,1.545392
0.0000,0.315035,1.545392
0.0000,0.498807,1.545392
0.0000,-0.199999,1.545392
0.0000,-0.006410,1.545392
